text,conversation_id,id,human_int_mean,human_int_var,58c62eac444ade00010231a9,59b536d60516f6000197c3f9,5ab15ab4c42b630001cd36fb,5ad63c167f70c10001904bc5,5b830542b0d72600018dc280,5bb2a0148f3bd70001e5633f,5c4b06903566570001309394,5c4c747aa123930001ac124f,5c6ed5ea21a3560001bd3758,5d2b153afa24ba00173e8ee0,5d2d98a9a0d896001a5d6e4f,5d7f460632ee8a0018dc7502,5d8346167ed176001888204d,5dc0856370d51c032949d2db,5de00d05988d7c0877eaa15a,5de440d3400de40285c01263,5de585e4040f535067ca331e,5df50a49a98a7a3924e4137e,5df63f3ce632e14403dfa80f,5df97fcd11d8796fd29e85e3,5e06667850221303e42bdfc4,5e1e3898753e43085dbc3d71,5e2d7770d70e4e367b8a6498,5e569011c0486f03a51801b5,5e7a5584718c83035a42519c,5ea59ae1ae3958000acc6400,5ea9c1f55ce96d106af147a7,5ec3b9e83f187802a6aa041e,5ecd7b06a1a9170e7806f51e,5ecfc4e722413102e68160ba,5ed22618dd85e700082b5de0,5edab4e9750d97142796d0fa,5eea650223990c15b6063ea8,5eecf91f87fdd30e01f700b8,5ef0b54037a90c618ad9e97f,5ef3efcb420ab11a45a0b8a6,5efd146921bf49159fe2d166,5f0559d1bc410b85707c58a3,5f0af097e7d15b3bf7734642,5f0d65ef2ad0c60009209f0f,5f117f2b69f65101263bf8d0,5f14dbbb791d175744d71a09,5f2196d2670e5a0a96f218de,5f233d7f53212b0e22bf055d,5f3161410f87706425490ae1,5f325435f0fc671a7434cabe,5f36cbc35fc3f70f6385f664,5f3e36440f2e8d0008474ef9,5f3e95436fa4350dadcfbfeb,5f4e13a9c6a7d0ae613da383,5f5e7de4c81d3672642cd612,5f600669b846780f0fe45709,5f73427f244c770277ba2a5d,5f770f1691d3f91d768299f3,5f7d002d141e4e1c0e84e98e,5f8f6afd0b55a11df912a5c9,5f983c66dabf130bee4502f7,5f99cee5a2a7d109a1624e10,5fa76304caa4374da116923a,5fa888dbc0c212750f986c9e,5fae9cb0444e590669418214,5fb7e27bfec8e14167bddfef,5fc60be0227abc1b525a09a8,5fd0c81fc79aef1882cbee94,5fd9c5c67fa7c74ec42bb318,5ffdf54a500d7740e02f3639,60056b8b5db9c8774719d1a8,601941db6605160008690742,602fb33786b077cdbad2d5bb,6030119a4403b3e1f92a756a,60317fc2c8f6320ecde4bcb3,603a293ee62ae15da2674441,603e8ed1b54e6cf4fafcaa1a,6043725293678f31ff8f8ae5,605f811bc336749dd9dddd1b,606b84e11527ce2103add0a5,6071d42438f4fc44ff6b54c5,60743bea7dd527ac14fef25b,607d3fb81fd7a5c65619ed88,60c8bfd9f42872e2d303cc67,60ef4642202c8520a37e19b5,60f88d7fef1959734061e5a7,6101885b0f3e7fdafc8fd5d1,6103a3ece71ab061d5624402,610a9f8ba0cf35614ecb2a8d,61126cd00f29b7c648dca793,61139bc8479c2861f52c4a71,611a78efa6c36a674dc40cc6,611a9f9591ef82d19cfc5db1,611ccab657532350bc9b78ee,612a87998958706392797405,613d091096ca434d703f77c5,614e848825ae648282115670,61693c754827d0e35885a4ea,6171b1bc917dfe828a3130dd,6341258618bd26e47d901d74,human_int,proc_text,int_mean,int_var,new_13bchat,new_7bchat,7b_int,13b_int,7bnonchat_int,13bnonchat_int,gpt4_int,mis_nonchat_int,mix_int,mis7_int
teacher: what kind of snake?  student: so ha boa constrictor    student: the snake is a boa constrictor.,103,65639,1.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,teacher: what kind of snake?  student: so ha boa constrictor    student: the snake is a boa constrictor.,1.333333333,0.333333333,2,3,3,3,0,2,3,1,3,3
teacher: what time does it usually start? normal school i mean  student: ussualy we need to come at 8:00,83,38953,1.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,teacher: what time does it usually start? normal school i mean  student: ussualy we need to come at 8:00,1.333333333,0.333333333,2,3,4,3,2,1,3,0,3,3
"teacher: what topics for example? i remember you are into chess and coding, is that right?  student: yes and math",88,38391,2,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,2,"teacher: what topics for example? i remember you are into chess and coding, is that right?  student: yes and math",2,0,2,3,4,2,0,2,3,1,3,2
teacher: what's <student's niece>'s snake?  student: but i didn't take it. i thought wouldn't have snow this winter ) sorry sanki')    student: but i declined the offer. i had assumed there would be no snow this winter. i apologize for the mistake.,180,63442,2.333333333,4.333333333,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,0,,,,,2,teacher: what's <student's niece>'s snake?  student: but i didn't take it. i thought wouldn't have snow this winter ) sorry sanki')    student: but i declined the offer. i had assumed there would be no snow this winter. i apologize for the mistake.,2.333333333,4.333333333,2,3,4,4,2,0,3,4,3,4
teacher: what's a c class?  student: and special itc group abcd classes like 6-b,88,38399,2.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,3,teacher: what's a c class?  student: and special itc group abcd classes like 6-b,2.666666667,0.333333333,3,3,4,2,3,3,2,2,2,2
"teacher: what's the government planning to do about it all? here, boris addressed the nation last night again  student: i think it's because the government can't do lockdown one more time because of econimical reasons",110,39029,2.666666667,0.333333333,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: what's the government planning to do about it all? here, boris addressed the nation last night again  student: i think it's because the government can't do lockdown one more time because of econimical reasons",2.666666667,0.333333333,2,3,3,3,4,1,3,2,4,3
teacher: what's the underground fare these days?  student: i think the underground fare is 8 uah now    student: the underground fare is currently 8 uah.,214,58324,3,1,,,,,,4,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,teacher: what's the underground fare these days?  student: i think the underground fare is 8 uah now    student: the underground fare is currently 8 uah.,3,1,2,3,3,3,3,2,3,0,4,2
"teacher: what's the weather like in beijing now? oh, good, we'll have a look at it in a moment, thank you  student: it's dark, and windy now.    student: the weather in beijing is currently dark and windy.",126,64282,3.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,4,"teacher: what's the weather like in beijing now? oh, good, we'll have a look at it in a moment, thank you  student: it's dark, and windy now.    student: the weather in beijing is currently dark and windy.",3.666666667,0.333333333,2,3,3,3,2,2,3,0,2,1
"teacher: what's your favourite dish?  student: not for every day but i still live it    student: it is not something i would have every day, but i still enjoy it.",163,66911,3.666666667,0.333333333,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"teacher: what's your favourite dish?  student: not for every day but i still live it    student: it is not something i would have every day, but i still enjoy it.",3.666666667,0.333333333,2,3,3,4,4,2,3,1,3,3
teacher: what? really?? what kind of lizard? it's __ lizard  student: a,92,36396,1.333333333,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,1,teacher: what? really?? what kind of lizard? it's __ lizard  student: a,1.333333333,2.333333333,2,3,3,4,1,2,4,4,2,
"teacher: when a plant becomes softer and smaller because it's dying, it's wilting flowers wilt  student: warrant although the queen reportedly had her fish and chips in a panko breadcrumb rather than traditional batter. as for her condiment of choice - lea &amp; perrins, hp sauce, and heinz ketchup all hold royal warrants.",143,47223,2.333333333,0.333333333,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: when a plant becomes softer and smaller because it's dying, it's wilting flowers wilt  student: warrant although the queen reportedly had her fish and chips in a panko breadcrumb rather than traditional batter. as for her condiment of choice - lea &amp; perrins, hp sauce, and heinz ketchup all hold royal warrants.",2.333333333,0.333333333,3,3,3,3,1,1,2,2,1,3
teacher: when are you going to send me the second part of my order?  student: sure! ok! it's clear! ) sorry    student: i apologize for any confusion caused.,180,63506,2,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,2,teacher: when are you going to send me the second part of my order?  student: sure! ok! it's clear! ) sorry    student: i apologize for any confusion caused.,2,3,2,3,3,3,0,2,3,4,3,4
teacher: when did i make a snowman for the first time in my life? (a time in the past - past simple)  student: oy    student: hello,125,59704,1.666666667,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0,,,,2,teacher: when did i make a snowman for the first time in my life? (a time in the past - past simple)  student: oy    student: hello,1.666666667,2.333333333,2,3,3,3,0,2,1,3,1,1
"teacher: when i come home, i will watch a movie (joking, no one is away from home anymore!)  student: haha",180,63448,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,2,"teacher: when i come home, i will watch a movie (joking, no one is away from home anymore!)  student: haha",2,1,3,3,4,4,0,2,3,2,1,1
"teacher: when i was reading it, i thought it had to be so frustrating for an excellent chef to be chopping meat for her dogs or peeling carrots for the horses :)  student: boring, but nice )",143,47261,1.333333333,2.333333333,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"teacher: when i was reading it, i thought it had to be so frustrating for an excellent chef to be chopping meat for her dogs or peeling carrots for the horses :)  student: boring, but nice )",1.333333333,2.333333333,2,2,4,3,2,2,3,1,2,3
"teacher: when is your phd exam? soon? yes, that's right!  student: next month    student: the phd exam is scheduled for next month.",201,63015,2,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,"teacher: when is your phd exam? soon? yes, that's right!  student: next month    student: the phd exam is scheduled for next month.",2,1,2,3,3,3,0,3,3,3,4,2
"teacher: when it's all charged up, you can ___ it no, one word unplug  student: okay",94,39619,1.666666667,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,2,"teacher: when it's all charged up, you can ___ it no, one word unplug  student: okay",1.666666667,2.333333333,2,3,3,2,1,0,2,3,0,3
"teacher: when it's just one i mean...actually 'one' is correct too right? so a/one third etc but e.g. two fifths/three quarters etc ...obviously without 'a' so <student>...last individual one...what about coal in australia in 2000?! tell me about that in one sentence (try a fraction if you like too)  student: ok, it is a very different way to explain date    student: the way you explained the concept of date is quite unique.",37,57080,1.666666667,0.333333333,,,,2,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: when it's just one i mean...actually 'one' is correct too right? so a/one third etc but e.g. two fifths/three quarters etc ...obviously without 'a' so <student>...last individual one...what about coal in australia in 2000?! tell me about that in one sentence (try a fraction if you like too)  student: ok, it is a very different way to explain date    student: the way you explained the concept of date is quite unique.",1.666666667,0.333333333,2,3,2,3,3,2,3,2,3,
"teacher: when the royals are working, they can't have it, so no rare meat for them!  student: we did three turkeys for the queen and her family in the royal dining room, one for the children's nursery and then more for the 100 or so staff, so everyone had a christmas lunch.' so three turkeys for the queen and her family",143,47240,2.333333333,0.333333333,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: when the royals are working, they can't have it, so no rare meat for them!  student: we did three turkeys for the queen and her family in the royal dining room, one for the children's nursery and then more for the 100 or so staff, so everyone had a christmas lunch.' so three turkeys for the queen and her family",2.333333333,0.333333333,3,4,1,3,0,1,3,4,4,3
"teacher: when we compare two things with an adjective, we use (not) as ... as lol stuff is as expensive as lego or 'not as expensive as lego'  student: ok",152,66268,2,4,,,,,,,,,,,,0,,,4,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: when we compare two things with an adjective, we use (not) as ... as lol stuff is as expensive as lego or 'not as expensive as lego'  student: ok",2,4,2,3,3,4,0,1,3,3,2,3
"teacher: when you do something deliberately, you do it and you know you want to do it! an antonym of accidentally  student: thank you",110,39046,0.666666667,0.333333333,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"teacher: when you do something deliberately, you do it and you know you want to do it! an antonym of accidentally  student: thank you",0.666666667,0.333333333,2,3,2,3,0,3,3,3,2,3
teacher: when you want to achieve something in life well done :)  student: i am on slytherin    student: i am in slytherin.,142,65389,2,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,teacher: when you want to achieve something in life well done :)  student: i am on slytherin    student: i am in slytherin.,2,1,2,3,3,3,0,2,4,0,2,3
"teacher: which house do you think you would be sorted into? :) and i'll tell you mine  student: i think i should be in hufflepuff. but i like to be in gryffindor.    student: i believe i should be in hufflepuff, although i have a preference for gryffindor.",172,67018,2.333333333,2.333333333,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: which house do you think you would be sorted into? :) and i'll tell you mine  student: i think i should be in hufflepuff. but i like to be in gryffindor.    student: i believe i should be in hufflepuff, although i have a preference for gryffindor.",2.333333333,2.333333333,2,3,3,3,0,2,4,2,4,1
"teacher: which one do you like best? i know you love books, but one thing to make sure of with a book review is being able to remember the name of the book, the characters and the author in english i think we might practise all of them, one at a time, if you'd like they are all very useful  student: ok. i think i need some time to remember the names in the book. so the first time i think i will not choose the book review.",154,45846,2,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,"teacher: which one do you like best? i know you love books, but one thing to make sure of with a book review is being able to remember the name of the book, the characters and the author in english i think we might practise all of them, one at a time, if you'd like they are all very useful  student: ok. i think i need some time to remember the names in the book. so the first time i think i will not choose the book review.",2,0,2,3,2,,2,3,3,0,3,4
teacher: which one is more formal of the three?  student: i don't know!!,7,45973,0.333333333,0.333333333,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,teacher: which one is more formal of the three?  student: i don't know!!,0.333333333,0.333333333,2,3,3,2,1,1,2,2,1,2
teacher: which one is your favourite?  student: not easy to say    student: it is difficult to determine my favorite animated film.,119,66432,1.333333333,1.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,teacher: which one is your favourite?  student: not easy to say    student: it is difficult to determine my favorite animated film.,1.333333333,1.333333333,2,3,3,4,0,2,3,0,3,2
"teacher: which one means 'strange and old-fashioned'?  student: quaint    student: hi, can you clarify what you mean by ""quaint"" in the context of our discussion? thanks.",212,58549,2,1,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: which one means 'strange and old-fashioned'?  student: quaint    student: hi, can you clarify what you mean by ""quaint"" in the context of our discussion? thanks.",2,1,2,3,3,3,1,2,3,2,4,2
"teacher: which one? the missing paragraphs one?  student: yours are as good as the answer keys yes, the missing paragraphs    student: your assignments are just as satisfactory as the answer keys. yes, it's the one about the missing paragraphs.",168,53813,2.333333333,0.333333333,,,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: which one? the missing paragraphs one?  student: yours are as good as the answer keys yes, the missing paragraphs    student: your assignments are just as satisfactory as the answer keys. yes, it's the one about the missing paragraphs.",2.333333333,0.333333333,3,3,4,4,2,1,4,0,2,3
"teacher: while we are on this topic, you can also use 'twice / half / three times' etc. with as... as  student: sure thank you i've forgot this stuff unfortunately but now it's better )    student: i have unfortunately forgotten this stuff. but now it is better.",152,66286,2.333333333,1.333333333,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: while we are on this topic, you can also use 'twice / half / three times' etc. with as... as  student: sure thank you i've forgot this stuff unfortunately but now it's better )    student: i have unfortunately forgotten this stuff. but now it is better.",2.333333333,1.333333333,2,3,3,3,1,2,3,0,3,3
teacher: who's bill cipher?  student: did you watch gravity falls?    student: have you seen the television show called gravity falls?,125,59656,2.666666667,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,3,teacher: who's bill cipher?  student: did you watch gravity falls?    student: have you seen the television show called gravity falls?,2.666666667,2.333333333,2,3,1,1,0,3,3,4,3,2
"teacher: why do you need airpods to talk to your friends? :)  student: it is easier for example i want to play or just to talk to my friends and i need headphones but i also need to charge my phone i can't do that in the same time but now i can    student: it's easier. for example, i want to play or talk to my friends. i need headphones. but i also need to charge my phone. i can't do that at the same time. but now i can.",132,56441,2.666666667,2.333333333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: why do you need airpods to talk to your friends? :)  student: it is easier for example i want to play or just to talk to my friends and i need headphones but i also need to charge my phone i can't do that in the same time but now i can    student: it's easier. for example, i want to play or talk to my friends. i need headphones. but i also need to charge my phone. i can't do that at the same time. but now i can.",2.666666667,2.333333333,2,3,4,3,3,1,3,2,4,4
"teacher: why do you think so?  student: lupin, tonks and moody    student: lupin, tonks, and moody.",103,65619,1.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: why do you think so?  student: lupin, tonks and moody    student: lupin, tonks, and moody.",1.666666667,0.333333333,None,3,2,2,1,2,3,0,1,1
teacher: why do you think so?  student: making music it ia her hobby    student: i believe it is about the present time.,153,65934,2.333333333,0.333333333,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,teacher: why do you think so?  student: making music it ia her hobby    student: i believe it is about the present time.,2.333333333,0.333333333,2,3,3,3,1,2,3,3,3,2
"teacher: why is it sad? ah, now i'm with you, yes!  student: white bim black ear    student: the book is titled ""white bim black ear.""",80,66194,3.333333333,0.333333333,,,,,,,,,,,,4,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: why is it sad? ah, now i'm with you, yes!  student: white bim black ear    student: the book is titled ""white bim black ear.""",3.333333333,0.333333333,2,4,2,4,3,2,2,2,3,4
"teacher: why not?  student: he apologized to his daughter yes! because it's not sandy's main idea actually he wold like to be a pair with her i think    student: well, he did apologize to his daughter, but it's not really sandy's main idea. it seems like he wants to be paired with her, i guess.",177,53930,2.666666667,1.333333333,,,,,,,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: why not?  student: he apologized to his daughter yes! because it's not sandy's main idea actually he wold like to be a pair with her i think    student: well, he did apologize to his daughter, but it's not really sandy's main idea. it seems like he wants to be paired with her, i guess.",2.666666667,1.333333333,2,3,2,2,4,2,3,1,4,4
